Longitude,Latitude,datetime,UHI Index,geometry,building_count_100m,total_building_area_100m,building_count_500m,total_building_area_500m,building_count_1000m,total_building_area_1000m
-73.902305,40.835805,24-07-2021 15:14,1.002641435,POINT (592547.3795420983 4521109.853896022),5,16064.75982102022,143,169015.03025200678,701,670988.6905268058
-73.90249333,40.835855,24-07-2021 15:15,1.00480515,POINT (592531.4315014754 4521115.205435219),6,17018.53938021984,143,176568.32825889857,703,687187.8399944252
-73.902585,40.83587833,24-07-2021 15:15,1.00480515,POINT (592523.6701708817 4521117.698466986),6,17018.53938021984,143,176568.32825889857,704,686322.1307561428
-73.90266833,40.83590333,24-07-2021 15:15,1.00480515,POINT (592516.6096862145 4521120.385699427),6,17018.53938021984,143,177197.9363064227,704,686368.9282102602
-73.90279833,40.835945,24-07-2021 15:15,1.00480515,POINT (592505.5911903793 4521124.874184727),7,17808.633703731648,142,176516.7344434948,705,697077.4466911079
-73.90284833,40.83595333,24-07-2021 15:15,1.002641435,POINT (592501.364010993 4521125.7460994385),7,17808.633703731648,143,176566.49462386576,705,700008.1351098937
-73.90289833,40.83595,24-07-2021 15:15,1.002641435,POINT (592497.1530412156 4521125.323648009),6,15310.648578898468,144,176611.79472579397,705,708872.9291819102
-73.90294667,40.83593167,24-07-2021 15:15,0.99615029,POINT (592493.1028794636 4521123.23781189),6,15310.648578898468,145,177048.20459628943,703,708526.8616170513
-73.90298833,40.8359,24-07-2021 15:15,0.99615029,POINT (592489.634462171 4521119.678165912),6,15310.648578898468,145,177048.20459628943,703,708576.4750426032
-73.90302667,40.83585667,24-07-2021 15:15,0.99615029,POINT (592486.4621642436 4521114.827657911),6,15310.648578898468,144,172823.10913222667,699,703695.4233689227
-73.90306333,40.83580167,24-07-2021 15:15,0.99615029,POINT (592483.4477264306 4521108.683446236),7,24175.470688582613,143,161186.83171769153,700,709093.2925846257
-73.903105,40.83574,24-07-2021 15:15,0.99615029,POINT (592480.0201492856 4521101.793515385),6,22850.51276684581,143,158083.39192260877,703,714191.1963950398
-73.90314667,40.83566833,24-07-2021 15:15,0.99615029,POINT (592476.6064632792 4521093.79349328),6,22850.51276684581,142,159646.87523264435,703,714421.193144987
-73.90318667,40.83559,24-07-2021 15:15,0.99615029,POINT (592473.3428268676 4521085.055913727),7,24196.00637625604,141,159601.57513071614,703,711471.0387808045
-73.90323167,40.83551167,24-07-2021 15:15,0.99615029,POINT (592469.6576196752 4521076.313058543),7,24196.00637625604,141,159601.57513071614,703,712340.4920262763
-73.90328,40.83543333,24-07-2021 15:15,0.99182286,POINT (592465.6916562088 4521067.565580833),6,23406.07187836027,140,159218.6350639642,703,716636.5949345478
-73.90333,40.83536167,24-07-2021 15:15,0.99182286,POINT (592461.5755986309 4521059.557885158),6,23406.07187836027,140,159218.6350639642,700,714313.1912959581
-73.90337833,40.8353,24-07-2021 15:15,0.99615029,POINT (592457.5864534202 4521052.660937253),5,19617.81189390429,141,160245.83806545314,703,717138.8485840436
-73.90342,40.83525167,24-07-2021 15:15,0.99615029,POINT (592454.1402895178 4521047.251883799),6,25726.733211940653,139,159466.51575025596,705,718363.5022797569
-73.90345,40.83521167,24-07-2021 15:15,0.998314005,POINT (592451.6664787596 4521042.779854179),6,25726.733211940653,139,159466.51575025596,706,719667.6670971811
-73.90347333,40.83518333,24-07-2021 15:15,0.998314005,POINT (592449.7388326026 4521039.609232147),5,24772.95365274103,139,159466.51575025596,705,719167.814061644
-73.90353167,40.83513,24-07-2021 15:15,0.996270497,POINT (592444.8941050502 4521033.627546386),5,24772.95365274103,139,159466.51575025596,703,721148.1398624284
-73.90356,40.83508833,24-07-2021 15:15,1.002761641,POINT (592442.563406727 4521028.971896699),5,24772.95365274103,139,159466.51575025596,702,720149.5422428075
-73.903595,40.83502667,24-07-2021 15:16,1.002761641,POINT (592439.6981067302 4521022.090134566),5,24772.95365274103,137,158017.1038285806,702,721682.9061807086
-73.90364333,40.83495167,24-07-2021 15:16,1.000597926,POINT (592435.7274368005 4521013.713445764),6,25236.734746735383,134,153081.5891006806,703,723737.821457582
-73.90369667,40.83486667,24-07-2021 15:16,1.000597926,POINT (592431.3482382665 4521004.221380899),6,25236.734746735383,134,153243.2160218701,705,732278.460809444
-73.90375333,40.83477833,24-07-2021 15:16,0.996270497,POINT (592426.6937465674 4520994.355045497),7,25718.290974782354,139,163550.96859726938,702,732966.7245484365
-73.90381167,40.83469,24-07-2021 15:16,0.996270497,POINT (592421.8975812807 4520984.488051247),7,25718.290974782354,137,160464.26743176847,704,745596.7600487095
-73.90386833,40.8346,24-07-2021 15:16,0.994106782,POINT (592417.2453690626 4520974.437447115),7,25718.290974782354,137,160293.12439843168,707,747366.2579555614
-73.90392333,40.83451333,24-07-2021 15:16,0.994106782,POINT (592412.7284800478 4520964.75825812),8,26001.532972238925,135,162060.41367568658,705,739202.323106539
-73.903985,40.83442333,24-07-2021 15:16,0.994106782,POINT (592407.6538292902 4520954.702376273),7,25211.438648727122,137,155012.48287352637,702,729302.2821780877
-73.904055,40.83433,24-07-2021 15:16,0.994106782,POINT (592401.8814524189 4520944.268052052),7,18017.359090137234,140,154603.8832798161,706,734343.7914651259
-73.904125,40.834235,24-07-2021 15:16,0.991943067,POINT (592396.1113775476 4520933.648347299),7,18017.359090137234,143,160959.74669292948,708,740414.8010863644
-73.904255,40.83404333,24-07-2021 15:16,0.991943067,POINT (592385.4166389222 4520912.234111824),9,19863.92011203144,144,161502.03843196196,706,739965.5056088525
-73.90431833,40.83394833,24-07-2021 15:16,0.989779352,POINT (592380.2088916157 4520901.621454137),9,19863.92011203144,146,161823.3043555135,705,745235.136139991
-73.90438167,40.83385333,24-07-2021 15:16,0.989779352,POINT (592375.0002856737 4520891.008790002),9,19863.92011203144,145,162923.39458798597,704,750741.9249787517
-73.90444167,40.83376,24-07-2021 15:16,0.991943067,POINT (592370.0709574181 4520880.58503674),8,10999.098002347295,144,162399.18094093344,708,757037.6328665587
-73.90450167,40.833665,24-07-2021 15:16,0.991943067,POINT (592365.143932698 4520869.975901705),9,11981.546223125226,144,162151.7641587751,709,755962.6159065912
-73.90456333,40.83356667,24-07-2021 15:16,0.991943067,POINT (592360.0815521824 4520858.995359624),7,10494.904111580421,147,165389.2748772085,710,758205.7845497157
-73.90469167,40.83337167,24-07-2021 15:16,0.989779352,POINT (592349.5311780851 4520837.213271219),7,11995.318311922292,146,162159.32206331706,713,764126.0683893767
-73.90475167,40.83327833,24-07-2021 15:16,0.989779352,POINT (592344.6017892187 4520826.788426919),7,11995.318311922292,143,167672.12195510647,712,757708.3836335181
-73.90481333,40.83319167,24-07-2021 15:16,0.991943067,POINT (592339.523153113 4520817.1033785585),7,11995.318311922292,144,169178.0590103848,714,759572.735558165
-73.904875,40.83310667,24-07-2021 15:16,0.991943067,POINT (592334.4413568396 4520807.602598864),7,11995.318311922292,144,170367.88262748125,711,730307.1564530744
-73.90494167,40.83303,24-07-2021 15:16,0.989779352,POINT (592328.9264114224 4520799.021261),7,11995.318311922292,145,169280.45761927564,713,731433.2869121403
-73.90499833,40.832955,24-07-2021 15:16,0.989779352,POINT (592324.253136876 4520790.635860967),6,11513.762083875321,147,171167.7552857377,717,731666.2532428969
-73.90505,40.83288333,24-07-2021 15:16,0.991943067,POINT (592319.995967909 4520782.62538288),5,10531.313863097388,149,171856.70134946037,712,733647.5180875974
-73.90603,40.83285333,24-07-2021 15:16,1.026682711,POINT (592237.4080102968 4520778.262945463),3,4099.776591056013,162,187898.8403889716,722,770207.6875350018
-73.90605833,40.832795,24-07-2021 15:16,1.022355282,POINT (592235.1001867254 4520771.757952768),3,4099.776591056013,162,188122.41345868853,726,776368.1200144624
-73.90609333,40.83273667,24-07-2021 15:16,1.022355282,POINT (592232.2299708878 4520765.245939455),3,4099.776591056013,157,183363.34522642402,729,779255.1860589684
-73.90612833,40.83267333,24-07-2021 15:16,1.015864137,POINT (592229.3666932029 4520758.17777116),3,4099.776591056013,158,185471.03083906128,734,782851.8520624102
-73.90618,40.83261333,24-07-2021 15:16,1.015864137,POINT (592225.0932300198 4520751.4628278725),3,4099.776591056013,157,185597.92738849818,729,768452.2831529696
-73.90622167,40.83255167,24-07-2021 15:16,1.015864137,POINT (592221.6652220142 4520744.574137558),3,4099.776591056013,156,185315.50499543335,735,777733.3550452577
-73.90629167,40.83245667,24-07-2021 15:16,1.015864137,POINT (592215.8947243611 4520733.954583741),2,3295.940689947366,153,179359.564412381,738,783481.4046984358
-73.90632333,40.83242167,24-07-2021 15:16,1.011536707,POINT (592213.2737653654 4520730.035939237),2,3295.940689947366,154,183505.5694808992,739,787576.8011211981
-73.90634833,40.83238833,24-07-2021 15:16,1.011536707,POINT (592211.2120511667 4520726.308580298),2,3295.940689947366,153,184163.77139990721,740,788475.6752945802
-73.90637333,40.83235,24-07-2021 15:16,1.009372992,POINT (592209.1572489297 4520722.027285968),1,1590.5281701877402,153,198903.7036999046,740,787481.5267447847
-73.90643833,40.832235,24-07-2021 15:16,1.009372992,POINT (592203.8360080054 4520709.192820242),1,1590.5281701877402,157,201332.07589859446,744,796279.1957271545
-73.90647667,40.83216667,24-07-2021 15:16,1.009372992,POINT (592200.6979749922 4520701.567213624),1,1590.5281701877402,156,196274.85492043087,748,804899.8341886417
-73.90652,40.83209167,24-07-2021 15:16,1.002881848,POINT (592197.1484347591 4520693.195926178),1,1590.5281701877402,154,193817.00287554614,750,801601.8771288586
-73.906565,40.832015,24-07-2021 15:16,1.002881848,POINT (592193.4603903481 4520684.637498061),1,1590.5281701877402,155,197501.93223782172,754,795023.6566209273
-73.90660833,40.83194,24-07-2021 15:16,1.002881848,POINT (592189.9108330854 4520676.266214584),1,1590.5281701877402,157,199871.3303901131,753,796777.2782411632
-73.90668,40.83179833,24-07-2021 15:16,1.005045563,POINT (592184.0640701626 4520660.4641313935),1,658.78903217541,153,198587.3836882425,749,783412.9165442851
-73.90670333,40.83174,24-07-2021 15:16,1.005045563,POINT (592182.1777455019 4520653.96441842),1,658.78903217541,151,198636.56843202433,749,783400.8675942564
-73.90672333,40.83169167,24-07-2021 15:16,1.005045563,POINT (592180.5583428568 4520648.578301555),1,658.78903217541,149,196251.83393362904,750,783574.9872504679
-73.90674333,40.83165167,24-07-2021 15:16,1.005045563,POINT (592178.9273997885 4520644.116891829),2,8408.99276883987,149,196717.11848817108,753,793002.9001868457
-73.906865,40.83145833,24-07-2021 15:16,1.015864137,POINT (592168.9362658501 4520622.526375048),5,8937.047342661097,150,195369.84662103935,761,796139.9293142987
-73.90689833,40.83139667,24-07-2021 15:16,1.018027852,POINT (592166.2113513326 4520615.646486917),5,8937.047342661097,148,191703.2409384329,761,801861.0210585432
-73.90694,40.83132833,24-07-2021 15:17,1.018027852,POINT (592162.7924717133 4520608.016285865),6,14899.47338182346,149,195049.44795241122,765,799085.7945648133
-73.90698333,40.83125333,24-07-2021 15:17,1.015864137,POINT (592159.2428397139 4520599.645019303),6,14899.47338182346,150,195094.29391041907,771,805028.9215314516
-73.90703,40.83117667,24-07-2021 15:17,1.015864137,POINT (592155.4138758169 4520591.085966464),6,14899.47338182346,152,198908.87311023744,771,801177.847855927
-73.90707167,40.8311,24-07-2021 15:17,1.011536707,POINT (592152.0065070916 4520582.531064471),6,14899.47338182346,152,198676.13308040058,769,801075.2322661224
-73.90711333,40.83102333,24-07-2021 15:17,1.011536707,POINT (592148.5999732896 4520573.976174809),6,14899.47338182346,157,204360.7735138697,770,802312.3219049682
-73.90716,40.83094833,24-07-2021 15:17,1.011536707,POINT (592144.768684326 4520565.601403511),6,14899.47338182346,159,214538.41573100892,771,807560.0898091089
-73.907205,40.83087333,24-07-2021 15:17,1.011536707,POINT (592141.0781980613 4520557.228390642),6,14899.47338182346,163,216900.49412465523,776,817355.1699025646
-73.90725167,40.8308,24-07-2021 15:17,1.009372992,POINT (592137.2445792077 4520549.039009093),6,14899.47338182346,164,216489.26101799196,776,816774.2605364919
-73.90729167,40.83073167,24-07-2021 15:17,1.009372992,POINT (592133.9664345635 4520541.41168938),6,14899.47338182346,164,210215.7996538389,780,815546.4137150719
-73.90733,40.83066833,24-07-2021 15:17,1.007209277,POINT (592130.8221872179 4520534.340063152),6,14899.47338182346,166,210529.53586414814,781,816228.6412966388
-73.90738,40.83056833,24-07-2021 15:17,1.005045563,POINT (592126.7446811715 4520523.186571342),8,15996.31822173624,166,211948.50209260758,778,813477.763389634
-73.90740333,40.83052167,24-07-2021 15:17,1.005045563,POINT (592124.8421124221 4520517.982352971),9,16095.88519229848,171,215428.58888208473,779,812741.2080865549
-73.90742667,40.83047333,24-07-2021 15:17,1.011536707,POINT (592122.9410231267 4520512.591629234),10,17342.61299624148,171,206880.1139045013,777,804748.9243583468
-73.90745333,40.83042833,24-07-2021 15:17,1.011656914,POINT (592120.7553688269 4520507.56818619),10,17342.61299624148,174,208819.66707671157,776,803792.3540066335
-73.907495,40.83034667,24-07-2021 15:17,1.005165769,POINT (592117.3548246324 4520498.459366785),12,19967.499196078516,174,209363.4033510235,780,807468.9623790028
-73.90751667,40.83031333,24-07-2021 15:17,1.005165769,POINT (592115.5737759724 4520494.7355386745),13,20894.90169491638,172,208427.32899848445,783,810306.606759895
-73.90753833,40.83027833,24-07-2021 15:17,1.007329484,POINT (592113.7958661797 4520490.827446323),13,20894.90169491638,173,209147.3860349312,783,811294.7660357413
-73.90756,40.83024333,24-07-2021 15:17,1.007329484,POINT (592112.0171112395 4520486.919343941),13,20894.90169491638,174,209386.2560269262,784,813617.9631606323
-73.907585,40.83021,24-07-2021 15:18,1.009493199,POINT (592109.9552600104 4520483.193126726),13,20894.90169491638,173,209103.0140294696,788,817391.9342500895
-73.90761333,40.83017333,24-07-2021 15:18,1.009493199,POINT (592107.6172458696 4520479.092638946),13,20894.90169491638,175,214390.9532895107,784,816630.2627148267
-73.907645,40.83013167,24-07-2021 15:18,1.009493199,POINT (592105.0045082541 4520474.434705235),13,20894.90169491638,176,214616.50455488657,789,820642.4708614129
-73.90767333,40.83008667,24-07-2021 15:18,1.009493199,POINT (592102.6780161666 4520469.409512753),13,20894.90169491638,176,214616.50455488657,793,825948.8928074421
-73.90769833,40.83003667,24-07-2021 15:18,1.015984343,POINT (592100.6392237932 4520463.832775492),12,20236.112662740972,174,209941.85879315282,798,837649.0766763212
-73.90772167,40.829985,24-07-2021 15:18,1.015984343,POINT (592098.742709558 4520458.072398419),12,20236.112662740972,173,212742.07598565862,802,844132.769701716
-73.90775167,40.82993167,24-07-2021 15:18,1.015984343,POINT (592096.2869208246 4520452.120746494),11,20091.007928827792,174,214520.20156905203,801,852846.7539624796
-73.90777833,40.829875,24-07-2021 15:18,1.015984343,POINT (592094.1173773032 4520445.801835395),12,20125.340660572678,176,215152.7306805997,807,854371.5590208175
-73.90780167,40.829815,24-07-2021 15:18,1.018148058,POINT (592092.232379128 4520439.116753947),14,20568.14215812732,174,213916.4993769468,809,856510.0502005327
-73.90791167,40.82963167,24-07-2021 15:18,1.018148058,POINT (592083.2108578661 4520418.649836002),16,23316.03063148778,172,218545.88249660833,811,857042.5869439588
-73.90795667,40.82956667,24-07-2021 15:18,1.015984343,POINT (592079.5063873604 4520411.386949783),17,24122.92773312297,172,222729.74777018512,808,857436.2773885907
-73.90800333,40.8295,24-07-2021 15:18,1.015984343,POINT (592075.6642482671 4520403.936935936),17,24122.92773312297,173,225974.51713684114,803,856967.2124137458
-73.90804,40.82944167,24-07-2021 15:18,1.018148058,POINT (592072.6529226126 4520397.423238134),17,24122.92773312297,172,220720.28995270515,806,878778.6659673423
-73.908065,40.82938333,24-07-2021 15:18,1.018148058,POINT (592070.6256229625 4520390.920694102),18,25285.352152787535,173,220919.18814958853,812,884870.1779991187
-73.908105,40.82928833,24-07-2021 15:18,1.020311773,POINT (592067.3842263988 4520380.3327939045),18,25285.352152787535,172,218725.27664070373,816,899321.5466872994
-73.908125,40.82925333,24-07-2021 15:18,1.020311773,POINT (592065.7462333567 4520376.426458908),20,26142.394749768777,171,217182.79941167837,816,898427.5630042993
-73.908145,40.82922,24-07-2021 15:18,1.015984343,POINT (592064.1059284648 4520372.705509615),21,26291.38044482294,170,216912.07329871246,818,899948.9970881137
-73.90816667,40.82919167,24-07-2021 15:18,1.015984343,POINT (592062.3178904186 4520369.537851877),21,26291.38044482294,170,216935.30935639053,816,900499.7269556088
-73.90818167,40.82916,24-07-2021 15:18,1.015984343,POINT (592061.0968888488 4520366.006431932),23,27145.369868081358,171,217102.22762364525,816,900383.8664561557
-73.90819833,40.829135,24-07-2021 15:18,1.015984343,POINT (592059.726687979 4520363.213699206),23,27145.369868081358,172,217418.4345231575,818,903338.9504216145
-73.90822167,40.82908333,24-07-2021 15:18,1.015984343,POINT (592057.8301130694 4520357.453334485),21,13432.740092254533,171,216713.85108855448,821,905371.8699909222
-73.90823167,40.82905833,24-07-2021 15:18,1.018148058,POINT (592057.0214850736 4520354.6675995095),21,13432.740092254533,170,215008.43856879487,821,905453.2067466935
-73.90824333,40.82902833,24-07-2021 15:18,1.018148058,POINT (592056.0797996682 4520351.325074889),22,27604.942415414644,170,215008.43856879487,821,905099.874408402
-73.908255,40.82899667,24-07-2021 15:18,1.015984343,POINT (592055.1395661113 4520347.798264725),22,27604.942415414644,171,215963.60885505582,821,905845.0814970657
-73.90826833,40.82896833,24-07-2021 15:18,1.015984343,POINT (592054.0547671696 4520344.638261132),23,28372.788589975535,171,215963.60885505582,820,905440.8634592791
-73.90828167,40.82894333,24-07-2021 15:18,1.018148058,POINT (592052.9645045609 4520341.84901778),23,28372.788589975535,171,215963.60885505582,820,901605.3597124122
-73.90829,40.82892,24-07-2021 15:18,1.018148058,POINT (592052.2943789258 4520339.250423169),22,27445.38609113767,172,216250.3011973262,820,901603.2359252609
-73.90829667,40.82889833,24-07-2021 15:18,1.022475488,POINT (592051.7619295957 4520336.837847734),23,28212.355500931055,172,216250.3011973262,823,903299.8443688559
-73.908345,40.82879667,24-07-2021 15:18,1.022475488,POINT (592047.8272959775 4520325.501885906),20,26513.025214105586,172,215118.8633540403,824,898061.5260782738
-73.908365,40.82876833,24-07-2021 15:18,1.028966633,POINT (592046.1800688038 4520322.334876858),20,26095.26888932172,173,215421.94658285737,825,896210.7562660251
-73.90838667,40.82874,24-07-2021 15:18,1.028966633,POINT (592044.392010115 4520319.167224033),20,28327.71257001147,173,215343.52231705576,824,894154.4763293706
-73.90841167,40.82871167,24-07-2021 15:18,1.028966633,POINT (592042.3231604823 4520315.996073718),20,28327.71257001147,172,212811.81550592638,825,894265.3714805787
-73.90843,40.82867833,24-07-2021 15:18,1.028966633,POINT (592040.8236594582 4520312.275774499),21,28576.975384269073,172,212811.81550592638,825,896822.5319520233
-73.908485,40.82856667,24-07-2021 15:18,1.026802918,POINT (592036.340399597 4520299.822722045),21,28576.975384269073,176,221664.22686783725,835,909174.9865525623
-73.908505,40.82853667,24-07-2021 15:18,1.026802918,POINT (592034.6954568126 4520296.471440684),21,28576.975384269073,176,221746.72790149337,835,909174.9865525623
-73.90856833,40.82845333,24-07-2021 15:18,1.026802918,POINT (592029.4706199325 4520287.153422464),21,28576.975384269073,178,225119.8950901219,831,908058.3052339415
-73.90858833,40.82843333,24-07-2021 15:18,1.026802918,POINT (592027.8118442763 4520284.912234177),20,28492.376949445603,178,225119.8950901219,830,907492.217155018
-73.90860333,40.82841,24-07-2021 15:18,1.026802918,POINT (592026.5792793777 4520282.306637107),19,26822.913869501117,178,225119.8950901219,831,908574.5812370838
-73.908615,40.82838667,24-07-2021 15:18,1.026802918,POINT (592025.6275043136 4520279.704537564),18,26770.581211833898,179,227151.3520986828,833,909636.2834574168
-73.90863,40.82836833,24-07-2021 15:18,1.028966633,POINT (592024.3880384389 4520277.652876497),17,25815.158091941354,180,227415.45432828594,830,907554.8705191737
-73.908675,40.82826167,24-07-2021 15:18,1.022475488,POINT (592020.7410320067 4520265.765382932),18,26704.23799222863,181,228861.81816168176,839,921528.4489327689
-73.90869833,40.82821333,24-07-2021 15:19,1.018148058,POINT (592018.8406382254 4520260.37470092),16,25445.83626962908,182,232916.95009958252,840,920732.8464590653
-73.90872333,40.828155,24-07-2021 15:19,1.018148058,POINT (592016.8132352119 4520253.873284531),16,26083.16287631652,183,236786.64063715647,844,924428.8260619837
-73.90874833,40.82809333,24-07-2021 15:19,1.015984343,POINT (592014.790445833 4520247.001098325),16,26083.16287631652,185,237585.09604290957,845,923155.7700369465
-73.90877833,40.82803333,24-07-2021 15:19,1.015984343,POINT (592012.3437338404 4520240.309047637),17,27417.553345620352,187,241647.16275186336,847,924455.1622421481
-73.908805,40.82798167,24-07-2021 15:19,1.009493199,POINT (592010.1662805561 4520234.54631071),15,26576.288328004885,189,245774.9013280289,850,930453.1028484105
-73.90882833,40.82793667,24-07-2021 15:19,1.009493199,POINT (592008.2612530944 4520229.526402427),15,24287.48121719116,188,245471.81809921184,854,931822.8689366555
-73.90885333,40.82789667,24-07-2021 15:19,1.009493199,POINT (592006.2084932793 4520225.059786834),14,24138.495522137,188,246519.38135519458,851,932505.1247056171
-73.908885,40.82786667,24-07-2021 15:19,1.009493199,POINT (592003.5794789057 4520221.696259766),14,24138.495522137,189,247615.9688517353,851,928448.1695897293
-73.90891333,40.82783667,24-07-2021 15:19,1.005285975,POINT (592001.2320983763 4520218.33624052),14,24138.495522137,191,248881.03376097057,854,931115.0224220749
-73.90893333,40.82779667,24-07-2021 15:19,1.005285975,POINT (591999.6009424216 4520213.874876721),14,24138.495522137,190,248577.9505321535,856,933796.9419221991
-73.908955,40.827755,24-07-2021 15:19,1.000958546,POINT (591997.8312743481 4520209.226374757),15,28672.401730640988,191,249361.0724693402,854,933662.1710812942
-73.90899667,40.82767,24-07-2021 15:19,1.000958546,POINT (591994.4350440277 4520199.7468504505),15,30280.352269059855,191,249119.61883087794,856,936335.6913342252
-73.90901667,40.82762333,24-07-2021 15:19,1.005285975,POINT (591992.8130981105 4520194.545057582),14,29473.45516742466,191,248110.11187371425,857,936834.3218144474
-73.90903667,40.82757,24-07-2021 15:19,1.005285975,POINT (591991.200354435 4520188.60394441),13,28589.57348276604,190,249537.1523199405,862,940557.0997799608
-73.90905833,40.82750833,24-07-2021 15:19,1.005285975,POINT (591989.4591587144 4520181.735272958),12,28094.99190464361,191,253134.86149753447,862,941172.5336218147
-73.90908833,40.82744333,24-07-2021 15:19,1.005285975,POINT (591987.0193100261 4520174.488186485),11,27732.5308857848,191,248507.34131795182,863,943375.0104141706
-73.90916,40.82731,24-07-2021 15:19,1.009613405,POINT (591981.1601510273 4520159.612105911),11,37606.06832121102,195,256534.62895778843,867,948419.158053759
-73.90919667,40.82724667,24-07-2021 15:19,1.005285975,POINT (591978.155544035 4520152.543406552),11,37606.06832121102,195,257481.36652434332,865,937571.647978128
-73.90922833,40.82719333,24-07-2021 15:19,1.005285975,POINT (591975.5595851335 4520146.588948313),10,36838.222146650136,195,258443.55007004697,865,934054.1685073855
-73.90925167,40.82714833,24-07-2021 15:19,1.00312226,POINT (591973.6536660373 4520141.569039902),10,36838.222146650136,196,259679.1452911138,866,935098.9613909875
-73.90926833,40.82711333,24-07-2021 15:19,1.00312226,POINT (591972.2972052132 4520137.666234499),11,37619.917323320835,195,257177.4031034222,859,932710.3863034947
-73.90932833,40.82703667,24-07-2021 15:19,1.00744969,POINT (591967.3437370597 4520129.093301677),12,42240.694840693024,194,256100.2675799356,864,936455.0269304857
-73.90936,40.82698667,24-07-2021 15:19,1.00744969,POINT (591964.7423025725 4520123.509607654),12,42240.694840693024,194,256598.4384131872,860,936129.7285412244
-73.909395,40.82693333,24-07-2021 15:19,1.005285975,POINT (591961.8646817417 4520117.551649469),11,41991.43202643542,194,256598.4384131872,859,935630.4512444158
-73.90943,40.82687833,24-07-2021 15:19,1.005285975,POINT (591958.989349501 4520111.40941742),10,40657.04155713159,199,264991.2610008428,860,935382.2835394487
-73.90946333,40.82682,24-07-2021 15:19,1.00312226,POINT (591956.259433042 4520104.899278838),10,40657.04155713159,201,269940.98002469516,858,932097.8740004108
-73.909495,40.82675833,24-07-2021 15:19,1.00312226,POINT (591953.6741028733 4520098.020112986),10,40657.04155713159,202,270578.3117815681,859,934608.1638555904
-73.90955,40.82663333,24-07-2021 15:19,1.000958546,POINT (591949.2089806527 4520084.086260734),10,40657.04155713159,203,278056.54524948704,862,944306.1743466202
-73.90957833,40.82657667,24-07-2021 15:19,0.998794831,POINT (591946.8983568737 4520077.766758047),10,39797.206330314126,203,277765.623126441,863,944290.6059791885
-73.909635,40.82646333,24-07-2021 15:19,0.998794831,POINT (591942.2762812396 4520065.12552455),11,40091.93549017469,204,284041.5665121421,862,938435.8646947735
-73.909665,40.82641333,24-07-2021 15:20,0.994467401,POINT (591939.8156246889 4520059.543592787),11,40091.93549017469,204,284887.03136284166,861,940678.8019516008
-73.909695,40.82636667,24-07-2021 15:20,0.994467401,POINT (591937.3503510178 4520054.332432322),10,39522.775559222784,204,286233.75341022195,861,941238.2165835769
-73.909755,40.826275,24-07-2021 15:20,0.994467401,POINT (591932.4175139845 4520044.093279162),9,25350.57323606267,204,285691.7169534348,861,941913.4504918923
-73.909815,40.82617,24-07-2021 15:20,0.992303686,POINT (591927.503072275 4520032.374378525),10,30698.569854889334,210,289504.2185079458,866,951420.8899652511
-73.909875,40.82606167,24-07-2021 15:20,0.992303686,POINT (591922.593212958 4520020.285821366),10,30787.62261214559,211,290041.03170422534,871,941206.4223165786
-73.909905,40.82600667,24-07-2021 15:20,0.992303686,POINT (591920.1394300865 4520014.148851608),11,31247.558485633643,211,289169.85814339446,868,942784.5125986516
-73.90993833,40.82595333,24-07-2021 15:20,0.992303686,POINT (591917.402549676 4520008.1926648505),11,31247.558485633643,210,289021.14001664007,864,945088.900081095
-73.90996167,40.82589833,24-07-2021 15:20,0.994467401,POINT (591915.5103605455 4520002.062682924),11,31247.558485633643,211,289547.1733027077,865,942542.7446594159
-73.90998833,40.825845,24-07-2021 15:20,0.994467401,POINT (591913.3359038966 4519996.11460439),11,31247.558485633643,212,289967.697972266,868,941926.4327848238
-73.910015,40.82579167,24-07-2021 15:20,0.996631116,POINT (591911.1606003185 4519990.166516123),11,31247.558485633643,214,291435.0985920514,869,951381.151485656
-73.91004667,40.82573833,24-07-2021 15:20,0.996631116,POINT (591908.5636824066 4519984.212074264),11,27082.92458134755,214,279394.96227191156,870,949509.7427341504
-73.91007667,40.82568333,24-07-2021 15:20,0.994467401,POINT (591906.1098748008 4519978.075109898),11,27082.92458134755,216,281586.98428911483,869,949028.829459134
-73.910105,40.82562667,24-07-2021 15:20,0.994467401,POINT (591903.7991776505 4519971.755622884),11,27082.92458134755,218,283208.48579778295,869,948873.1839221109
-73.910135,40.82556833,24-07-2021 15:20,0.996631116,POINT (591901.3499728866 4519965.2478900375),11,27082.92458134755,222,291333.11435699253,868,950203.5667181736
-73.91016667,40.82550833,24-07-2021 15:20,0.996631116,POINT (591898.7622323256 4519958.554131691),11,27082.92458134755,222,286838.315784538,867,952878.4220245422
-73.91019833,40.82545167,24-07-2021 15:20,0.998794831,POINT (591896.1707190648 4519952.2311551925),11,27082.92458134755,226,290166.17121213814,862,954805.8608743835
-73.91025667,40.82533167,24-07-2021 15:20,0.998794831,POINT (591891.4168406923 4519938.848886964),11,27082.92458134755,224,290321.9549002218,862,953915.5493129079
-73.910285,40.825275,24-07-2021 15:20,0.998794831,POINT (591889.1061312592 4519932.528295247),10,22462.147063975364,224,287304.27160868084,860,954758.961411039
-73.91031167,40.82522333,24-07-2021 15:21,0.998794831,POINT (591886.9284960825 4519926.764490384),9,21680.45188730467,227,288535.6313796244,860,955693.1211398933
